idx,hypernym_score,negative_score
387,-3.681187391281128,-5.192849636077881
388,-3.681187391281128,-4.950687885284424
389,-4.457437515258789,-4.5615997314453125
390,-4.457437515258789,-4.1557464599609375
391,-4.457437515258789,-5.161108016967773
392,-4.457437515258789,-4.570943832397461
393,-4.267333030700684,-4.830696105957031
394,-4.267333030700684,-5.082947731018066
395,-4.267333030700684,-4.7881975173950195
396,-4.267333030700684,-5.0928168296813965
397,-3.6371853351593018,-3.5070981979370117
398,-3.6371853351593018,-3.9067580699920654
399,-3.6371853351593018,-3.6810786724090576
400,-3.6371853351593018,-4.231189250946045
401,-3.0015742778778076,-4.110507011413574
402,-3.0015742778778076,-3.9948647022247314
403,-3.0015742778778076,-4.135568141937256
404,-3.0015742778778076,-4.2982258796691895
405,-3.7362942695617676,-4.42677116394043
406,-3.7362942695617676,-3.418372392654419
407,-3.7362942695617676,-4.853342533111572
408,-3.7362942695617676,-4.152374267578125
409,-2.9491946697235107,-4.104143142700195
410,-2.9491946697235107,-3.9669275283813477
411,-2.9491946697235107,-4.913876533508301
412,-2.9491946697235107,-4.633415222167969
413,-4.860110759735107,-5.135326385498047
414,-4.860110759735107,-5.641731262207031
415,-4.860110759735107,-4.538536548614502
416,-4.860110759735107,-4.731579780578613
417,-3.7334108352661133,-4.3944854736328125
418,-3.7334108352661133,-5.277170658111572
419,-3.7334108352661133,-5.098106384277344
420,-3.7334108352661133,-4.731579780578613
421,-3.024458408355713,-3.709397554397583
422,-3.024458408355713,-4.6987810134887695
423,-3.024458408355713,-5.2976603507995605
424,-3.024458408355713,-5.2082061767578125
425,-3.6547365188598633,-4.875520706176758
426,-3.6547365188598633,-5.420486927032471
427,-3.6547365188598633,-4.764983177185059
428,-3.6547365188598633,-5.1035380363464355
429,-2.852858543395996,-5.194468975067139
430,-2.852858543395996,-4.406466960906982
431,-2.852858543395996,-4.6987810134887695
432,-2.852858543395996,-5.042578220367432
433,-3.3878989219665527,-5.179226875305176
434,-3.3878989219665527,-3.431025743484497
435,-3.3878989219665527,-4.318739414215088
436,-3.3878989219665527,-3.879263162612915
437,-3.56997013092041,-4.3244781494140625
438,-3.56997013092041,-4.916955947875977
439,-3.56997013092041,-4.338995456695557
440,-3.56997013092041,-4.567764759063721
441,-4.3353376388549805,-4.21237325668335
442,-4.3353376388549805,-4.475579261779785
443,-4.3353376388549805,-4.9126787185668945
444,-4.3353376388549805,-5.038628578186035
445,-3.217834949493408,-3.683903455734253
446,-3.217834949493408,-3.9159958362579346
447,-3.217834949493408,-3.325692892074585
448,-3.217834949493408,-4.734196186065674
449,-4.0411906242370605,-4.133208274841309
450,-4.0411906242370605,-4.183710098266602
451,-4.0411906242370605,-3.6852340698242188
452,-4.0411906242370605,-3.9560725688934326
453,-3.330232858657837,-4.275825500488281
454,-3.330232858657837,-4.507098197937012
455,-3.330232858657837,-3.5729150772094727
456,-3.330232858657837,-3.867133617401123
457,-3.1480696201324463,-4.7352824211120605
458,-3.1480696201324463,-5.401615142822266
459,-3.1480696201324463,-4.474244594573975
460,-3.1480696201324463,-5.191863059997559
461,-4.141386032104492,-4.465386867523193
462,-4.141386032104492,-4.704789161682129
463,-4.141386032104492,-4.540125846862793
464,-4.141386032104492,-3.8213233947753906
465,-3.8133339881896973,-4.739015102386475
466,-3.8133339881896973,-5.398317813873291
467,-3.8133339881896973,-4.1887030601501465
468,-3.8133339881896973,-4.508847236633301
469,-4.476128101348877,-4.636877536773682
470,-4.476128101348877,-4.590394973754883
471,-4.476128101348877,-4.706267833709717
472,-4.476128101348877,-4.97060489654541
473,-3.5326077938079834,-5.074617862701416
474,-3.5326077938079834,-5.175662994384766
475,-3.5326077938079834,-3.679766893386841
476,-3.5326077938079834,-4.444921970367432
477,-3.923938274383545,-5.25344705581665
478,-3.923938274383545,-5.285770893096924
479,-3.923938274383545,-4.3380022048950195
480,-3.923938274383545,-5.40236234664917
481,-3.1973931789398193,-4.279426097869873
482,-3.1973931789398193,-4.6598076820373535
483,-3.1973931789398193,-4.491028308868408
484,-3.1973931789398193,-4.045368671417236
485,-4.036082744598389,-4.869131565093994
486,-4.036082744598389,-3.9551379680633545
487,-4.036082744598389,-4.282376766204834
488,-4.036082744598389,-4.491028308868408
489,-4.858709335327148,-5.945224761962891
490,-4.858709335327148,-5.517870903015137
491,-4.858709335327148,-5.310132026672363
492,-4.858709335327148,-4.784864902496338
493,-4.182991981506348,-5.583748817443848
494,-4.182991981506348,-4.972012042999268
495,-4.182991981506348,-5.18105936050415
496,-4.182991981506348,-5.095839023590088
497,-4.258681297302246,-4.721829414367676
498,-4.258681297302246,-5.52120304107666
499,-4.258681297302246,-4.696559429168701
500,-4.258681297302246,-4.653645992279053
501,-3.6678476333618164,-4.524701118469238
502,-3.6678476333618164,-4.339649200439453
503,-3.6678476333618164,-4.839613437652588
504,-3.6678476333618164,-4.37959623336792
505,-3.742776393890381,-4.44441032409668
506,-3.742776393890381,-5.446385383605957
507,-3.742776393890381,-4.515692234039307
508,-3.742776393890381,-4.658076763153076
509,-3.8935797214508057,-5.587025165557861
510,-3.8935797214508057,-4.461828231811523
511,-3.8935797214508057,-3.4383232593536377
512,-3.8935797214508057,-4.308172702789307
513,-3.2634201049804688,-3.6392178535461426
514,-3.2634201049804688,-4.982452869415283
515,-3.2634201049804688,-5.172883987426758
516,-3.2634201049804688,-5.587025165557861
517,-4.015327453613281,-5.581258773803711
518,-4.015327453613281,-3.3609955310821533
519,-4.015327453613281,-3.5679352283477783
520,-4.015327453613281,-5.1623311042785645
521,-3.9842300415039062,-4.904531955718994
522,-3.9842300415039062,-3.5679352283477783
523,-3.9842300415039062,-5.381028652191162
524,-3.9842300415039062,-5.581258773803711
525,-3.7649073600769043,-4.478278160095215
526,-3.7649073600769043,-5.552068710327148
527,-3.7649073600769043,-4.525449275970459
528,-3.7649073600769043,-4.458766460418701
529,-3.99562931060791,-4.184472560882568
530,-3.99562931060791,-4.8680338859558105
531,-3.99562931060791,-3.9909677505493164
532,-3.99562931060791,-4.550023555755615
533,-4.301156044006348,-4.399864196777344
